name,market_capitalization_USD,price,country
Hongkong and Shanghai Hotels,1720000000.0,1.0,Hong Kong
Duck Creek Technologies,1720000000.0,13.0,USA
HPH Trust (Hutchison Port),1720000000.0,0.0,Singapore
Tabcorp,1720000000.0,1.0,Australia
Ratnamani Metals & Tubes,1720000000.0,25.0,India
Energix Renewable Energies,1720000000.0,3.0,Israel
Air New Zealand,1710000000.0,0.0,New Zealand
Forbo Holding,1710000000.0,1207.0,Switzerland
Toyo Tire,1710000000.0,11.0,Japan
SpringWorks Therapeutics,1710000000.0,28.0,USA
MONETA Money Bank,1710000000.0,3.0,Czech Republic
Arcos Dorados Holdings,1710000000.0,8.0,Uruguay
Tamarack Valley Energy,1710000000.0,3.0,Canada
Fairfax India Holdings,1710000000.0,12.0,Canada
Hexaware Technologies,1710000000.0,6.0,India
Superior Plus,1700000000.0,8.0,Canada
Golden Ocean Group,1700000000.0,8.0,Bermuda
BRP Group,1700000000.0,28.0,USA
Great Eagle,1700000000.0,2.0,Hong Kong
Pacira Biosciences,1700000000.0,37.0,USA
LOTTE Corporation,1700000000.0,24.0,S. Korea
Nagarro,1690000000.0,123.0,Germany
TKH Group,1690000000.0,41.0,Netherlands
Delek US,1690000000.0,24.0,USA
Adtalem Global Education,1690000000.0,37.0,USA
Tokai Carbon,1690000000.0,8.0,Japan
eXp World Holdings,1690000000.0,11.0,USA
ProKidney,1690000000.0,6.0,USA
International Seaways,1690000000.0,35.0,USA
Cannae Holdings,1690000000.0,22.0,USA
Bank Danamon,1690000000.0,0.0,Indonesia
World Fuel Services,1680000000.0,27.0,USA
Sanoma,1680000000.0,10.0,Finland
Kenon Holdings,1680000000.0,31.0,Singapore
Diamondrock Hospitality Company,1680000000.0,8.0,USA
NMI Holdings,1680000000.0,20.0,USA
Zeta Global,1680000000.0,8.0,USA
First Bancorp,1670000000.0,41.0,USA
Bukalapak.com,1670000000.0,0.0,Indonesia
DCM Shriram,1670000000.0,11.0,India
First National Financial,1670000000.0,28.0,Canada
Piramal Pharma,1670000000.0,1.0,India
Vtech,1670000000.0,7.0,Hong Kong
Aavas Financiers,1670000000.0,21.0,India
GlobalData,1670000000.0,14.0,UK
Methode Electronics,1660000000.0,46.0,USA
Tenneco,1660000000.0,20.0,USA
Sappi,1660000000.0,3.0,South Africa
Bajaj Electricals,1660000000.0,14.0,India
Shaftesbury,1660000000.0,4.0,UK
MAG Silver,1660000000.0,17.0,Canada
Freehold Royalties,1660000000.0,11.0,Canada
Exchange Income Corporation,1660000000.0,39.0,Canada
Santam,1660000000.0,15.0,South Africa
TriCo Bancshares,1660000000.0,50.0,USA
Eldorado Gold,1650000000.0,9.0,Canada
The Bancorp,1650000000.0,30.0,USA
StorageVault Canada,1650000000.0,4.0,Canada
Lindsay Corporation,1650000000.0,150.0,USA
Syndax Pharmaceuticals,1650000000.0,24.0,USA
Veris Residential,1650000000.0,17.0,USA
Custom Truck One Source,1650000000.0,7.0,USA
Resolute Forest Products,1650000000.0,22.0,Canada
Hanmi Pharmaceutical,1650000000.0,24.0,S. Korea
National Bank Holdings,1640000000.0,43.0,USA
Phreesia,1640000000.0,31.0,USA
dormakaba,1640000000.0,395.0,Switzerland
Intapp,1640000000.0,26.0,USA
TF1,1640000000.0,8.0,France
Trainline,1640000000.0,3.0,UK
Provident Financial Services,1640000000.0,22.0,USA
Q2,1640000000.0,29.0,USA
SJVN,1640000000.0,0.0,India
Wüstenrot & Württembergische,1630000000.0,17.0,Germany
Flex Lng,1630000000.0,30.0,Bermuda
MillerKnoll,1630000000.0,22.0,USA
JYP Entertainment,1630000000.0,50.0,S. Korea
Addus HomeCare,1630000000.0,101.0,USA
TaskUs,1630000000.0,17.0,USA
Prime Medicine,1630000000.0,17.0,USA
InvenTrust Properties,1620000000.0,24.0,USA
Top Glove,1620000000.0,0.0,Malaysia
Redefine Properties,1620000000.0,0.0,South Africa
Day One Biopharmaceuticals,1620000000.0,21.0,USA
UCT (Ultra Clean Holdings),1620000000.0,36.0,USA
Getty Images,1620000000.0,5.0,USA
Birchcliff Energy,1620000000.0,6.0,Canada
Revance Therapeutics,1620000000.0,20.0,USA
Budimex,1620000000.0,64.0,Poland
TTM Technologies,1620000000.0,16.0,USA
Xencor,1610000000.0,27.0,USA
Parex Resources,1610000000.0,15.0,Canada
Chinook Therapeutics,1610000000.0,25.0,USA
Knowles,1610000000.0,18.0,USA
Cohu,1610000000.0,34.0,USA
Agios Pharmaceuticals,1610000000.0,29.0,USA
Marten Transport,1600000000.0,20.0,USA
IDFC,1600000000.0,1.0,India
EQB (Equitable Bank),1600000000.0,43.0,Canada
Quilter,1600000000.0,1.0,UK
Madison Square Garden,1600000000.0,47.0,USA
Fortune REIT,1600000000.0,1.0,Hong Kong
Veracyte,1600000000.0,22.0,USA
Biotest,1600000000.0,45.0,Germany
Seadrill,1600000000.0,32.0,Bermuda
Herbalife,1600000000.0,16.0,USA
Criteo,1600000000.0,27.0,France
Getty Realty,1600000000.0,34.0,USA
Minera Valparaíso,1600000000.0,13.0,Chile
Revolve,1590000000.0,22.0,USA
MYR Group,1590000000.0,96.0,USA
IndiaMART,1590000000.0,53.0,India
Sanofi India Limited,1590000000.0,69.0,India
Shufersal,1590000000.0,6.0,Israel
Zhejiang Jinke Tom Culture Industry,1590000000.0,0.0,China
Hain Celestial,1590000000.0,18.0,USA
CSI,1590000000.0,58.0,USA
Jenoptik,1590000000.0,28.0,Germany
billtrust (BTRS),1590000000.0,9.0,USA
CommScope,1580000000.0,8.0,USA
AAR,1580000000.0,46.0,USA
Udemy,1580000000.0,11.0,USA
Richelieu Hardware,1580000000.0,28.0,Canada
Great Portland Estates,1580000000.0,6.0,UK
Elme Communities,1580000000.0,18.0,USA
Paragon 28,1580000000.0,21.0,USA
TODA corp,1580000000.0,5.0,Japan
Loma Negra,1580000000.0,7.0,Argentina
Chambal Fertilisers,1570000000.0,4.0,India
Mahindra CIE,1570000000.0,4.0,India
KIOCL,1570000000.0,3.0,India
Apollo Commercial Real Estate,1570000000.0,11.0,USA
Elgi Equipments,1570000000.0,5.0,India
City Union Bank,1570000000.0,2.0,India
Hope Bancorp,1570000000.0,13.0,USA
Brinker International,1570000000.0,36.0,USA
Sandy Spring Bank,1570000000.0,35.0,USA
Nuvalent,1570000000.0,28.0,USA
Curevac,1570000000.0,8.0,Germany
TG Therapeutics,1560000000.0,11.0,USA
Westamerica Bancorporation,1560000000.0,58.0,USA
Fila,1560000000.0,26.0,S. Korea
Sally Beauty Holdings,1560000000.0,15.0,USA
XD Inc.,1560000000.0,3.0,China
Cargojet,1560000000.0,91.0,Canada
Peyto Exploration & Development,1550000000.0,9.0,Canada
Target Hospitality,1550000000.0,16.0,USA
Oxford Industries,1550000000.0,99.0,USA
Happiest Minds Technologies,1550000000.0,11.0,India
Establishment Labs,1550000000.0,64.0,Costa Rica
Infinera,1550000000.0,7.0,USA
Granite Construction,1550000000.0,35.0,USA
Evraz,1550000000.0,1.0,Russia
Vivid Seats,1550000000.0,8.0,USA
Horace Mann Educators,1540000000.0,38.0,USA
LiveRamp,1540000000.0,23.0,USA
Bystronic AG,1540000000.0,748.0,Switzerland
Digital Turbine,1540000000.0,16.0,USA
Montauk Renewables,1540000000.0,11.0,USA
Kingsoft Cloud,1540000000.0,5.0,China
Nokian Tyres,1540000000.0,11.0,Finland
Ballard Power Systems,1530000000.0,5.0,Canada
Rocket Pharmaceuticals,1530000000.0,19.0,USA
Borregaard,1530000000.0,15.0,Norway
Hillman Solutions,1530000000.0,8.0,USA
Life Healthcare Group,1520000000.0,1.0,South Africa
Galaxy Digital Holdings,1520000000.0,3.0,USA
Arcellx,1520000000.0,34.0,USA
Laureate Education,1520000000.0,10.0,USA
Secure Energy Services,1520000000.0,5.0,Canada
Nongshim,1520000000.0,264.0,S. Korea
Jindal Stainless,1520000000.0,3.0,India
HBM Healthcare Investments,1520000000.0,219.0,Switzerland
Owens & Minor,1520000000.0,20.0,USA
Stellar Bancorp,1520000000.0,29.0,USA
Grayscale Bitcoin Trust,1520000000.0,9.0,USA
Getnet,1510000000.0,2.0,Brazil
Super Group,1510000000.0,3.0,Guernsey
Veritiv,1510000000.0,112.0,USA
Indian Energy Exchange,1510000000.0,2.0,India
KEC International,1510000000.0,6.0,India
Vaisala,1510000000.0,42.0,Finland
DSME (Daewoo Shipbuilding),1510000000.0,14.0,S. Korea
Xenia Hotels & Resorts,1510000000.0,13.0,USA
Shikun & Binui,1510000000.0,3.0,Israel
Bank of N. T. Butterfield & Son,1500000000.0,30.0,Bermuda
Veritex Holdings,1500000000.0,28.0,USA
Model N,1500000000.0,40.0,USA
KAR Auction Services,1500000000.0,14.0,USA
First National of Nebraska,1500000000.0,13305.0,USA
Enghouse Systems,1500000000.0,27.0,Canada
Oatly,1500000000.0,3.0,Sweden
Sihanoukville Autonomous Port,1500000000.0,3.0,Cambodia
Kymera Therapeutics,1490000000.0,27.0,USA
SolarWinds,1490000000.0,9.0,USA
Upwork,1490000000.0,11.0,USA
Trisura Group,1490000000.0,33.0,Canada
DeNA,1490000000.0,13.0,Japan
ADTRAN,1490000000.0,19.0,USA
Talos Energy,1490000000.0,18.0,USA
Yanlord,1490000000.0,1.0,Singapore
Corporación América Airports,1490000000.0,9.0,Luxembourg
Chartwell Retirement Residences,1490000000.0,6.0,Canada
Jastrzebska Spólka Weglowa,1490000000.0,13.0,Poland
Diversey,1490000000.0,5.0,UK
Monarch Casino & Resort,1490000000.0,79.0,USA
LegalZoom,1480000000.0,8.0,USA
Triumph Bancorp,1480000000.0,59.0,USA
Tecnoglass,1480000000.0,31.0,Colombia
EverCommerce,1480000000.0,8.0,USA
Asahi India Glass,1480000000.0,6.0,India
BGC Partners,1480000000.0,4.0,USA
Virtus Investment Partners,1480000000.0,205.0,USA
Monro,1470000000.0,47.0,USA
DICE Therapeutics,1470000000.0,31.0,USA
Momentum Metropolitan,1470000000.0,1.0,South Africa
Meridian Bioscience,1470000000.0,34.0,USA
K92 Mining,1460000000.0,6.0,Canada
Viaplay Group,1460000000.0,19.0,Sweden
VIZIO,1460000000.0,8.0,USA
Fever-Tree Drinks,1460000000.0,13.0,UK
Vista Outdoor,1460000000.0,26.0,USA
Gibraltar Industries,1460000000.0,47.0,USA
Formosa Taffeta,1460000000.0,1.0,Taiwan
Sheela Foam,1460000000.0,15.0,India
Sixth Street Specialty Lending,1460000000.0,18.0,USA
Grosvenor Capital Management,1460000000.0,8.0,USA
Transaction Capital,1460000000.0,2.0,South Africa
Cytek Biosciences,1460000000.0,11.0,USA
Clearfield,1460000000.0,96.0,USA
Deciphera Pharmaceuticals,1460000000.0,22.0,USA
Harmonic,1460000000.0,14.0,USA
Suzlon,1460000000.0,0.0,India
Kinetik,1450000000.0,32.0,USA
Guaranty Trust Bank,1450000000.0,2.0,Nigeria
Dis-Chem Pharmacies,1450000000.0,2.0,South Africa
Hudbay Minerals,1450000000.0,6.0,Canada
LTC Properties,1450000000.0,36.0,USA
Gulfport Energy,1450000000.0,76.0,USA
Bodycote,1450000000.0,8.0,UK
Sterling Check,1450000000.0,15.0,USA
Jack in the Box,1450000000.0,70.0,USA
PMetal (Press Metal Aluminium),1450000000.0,1.0,Malaysia
Acadia Realty Trust,1450000000.0,15.0,USA
AVI Limited,1450000000.0,4.0,South Africa
Chimera Investment Corporation,1450000000.0,6.0,USA
Enerpac Tool Group,1440000000.0,25.0,USA
Andlauer Healthcare Group,1440000000.0,35.0,Canada
Inter Cars,1440000000.0,102.0,Poland
Uranium Energy,1440000000.0,4.0,USA
Glenmark Pharmaceuticals,1440000000.0,5.0,India
Integral Ad Science,1440000000.0,9.0,USA
Eagle Bancorp,1440000000.0,45.0,USA
Patrick Industries,1440000000.0,64.0,USA
Corsair Gaming,1440000000.0,14.0,USA
BASF India,1430000000.0,33.0,India
Archrock,1430000000.0,9.0,USA
3R Petroleum,1430000000.0,7.0,Brazil
Twist Bioscience,1430000000.0,25.0,USA
Deutsche EuroShop,1430000000.0,23.0,Germany
Arhaus,1430000000.0,10.0,USA
Embecta,1430000000.0,25.0,USA
Luminar Technologies,1430000000.0,4.0,USA
Perimeter Solutions,1430000000.0,9.0,USA
Mirion Technologies,1430000000.0,7.0,USA
Savills,1430000000.0,10.0,UK
Nabors Industries,1430000000.0,152.0,Bermuda
Helios Towers,1420000000.0,1.0,UK
Janus International Group,1420000000.0,10.0,USA
Jasa Marga,1420000000.0,0.0,Indonesia
Aurora Innovation,1420000000.0,1.0,USA
Poshmark,1410000000.0,18.0,USA
Killam Apartment REIT,1410000000.0,12.0,Canada
CDSL,1410000000.0,14.0,India
Marcus & Millichap,1410000000.0,36.0,USA
Nevro,1410000000.0,40.0,USA
NH Hotel Group,1410000000.0,3.0,Spain
Textainer Group,1410000000.0,31.0,Bermuda
Middlesex Water Company,1410000000.0,80.0,USA
Recursion Pharmaceuticals,1410000000.0,7.0,USA
Scandinavian Tobacco Group,1410000000.0,16.0,Denmark
Construction Partners,1400000000.0,27.0,USA
Blue Star,1400000000.0,15.0,India
Celestica,1400000000.0,11.0,Canada
Sovos Brands,1390000000.0,14.0,USA
YTL Corporation Berhad,1390000000.0,0.0,Malaysia
UNITI,1390000000.0,6.0,USA
Amphastar Pharmaceuticals,1390000000.0,29.0,USA
Compass Diversified Holdings,1390000000.0,19.0,USA
CenturyPly,1390000000.0,6.0,India
Global Net Lease,1390000000.0,13.0,USA
Uni-Select,1390000000.0,32.0,Canada
Myriad Genetics,1390000000.0,16.0,USA
RHI Magnesita,1390000000.0,29.0,Austria
Alexander & Baldwin,1390000000.0,19.0,USA
NLC India,1390000000.0,1.0,India
Huron Consulting,1390000000.0,70.0,USA
Pilot Corporation,1390000000.0,35.0,Japan
Bank Islam Malaysia,1380000000.0,1.0,Malaysia
K12,1380000000.0,32.0,USA
Siam City Cement (INSEE),1380000000.0,5.0,Thailand
Scholastic,1380000000.0,41.0,USA
ACV Auctions,1380000000.0,9.0,USA
Allegiant Air,1380000000.0,75.0,USA
Live Oak Bank,1380000000.0,31.0,USA
Berkshire Hills Bancorp,1380000000.0,31.0,USA
Two Harbors Investment,1380000000.0,16.0,USA
Montrose Environmental,1380000000.0,47.0,USA
EQRx,1380000000.0,3.0,USA
M/I Homes,1380000000.0,50.0,USA
DHT Holdings,1380000000.0,8.0,Bermuda
EchoStar,1380000000.0,17.0,USA
Fiskars,1370000000.0,17.0,Finland
GrafTech,1370000000.0,5.0,USA
Ero Copper,1370000000.0,15.0,Canada
YOOZOO Interactive,1370000000.0,2.0,China
City Holding Company,1370000000.0,92.0,USA
Hudson Pacific Properties,1370000000.0,10.0,USA
First Busey,1360000000.0,25.0,USA
Hornbach Holding,1360000000.0,86.0,Germany
Paladin Energy,1360000000.0,0.0,Australia
KRUK Spólka Akcyjna,1360000000.0,72.0,Poland
InterRent Real Estate Investment Trust,1360000000.0,10.0,Canada
Asseco,1360000000.0,16.0,Poland
The Chefs' Warehouse,1360000000.0,36.0,USA
Russel Metals,1360000000.0,22.0,Canada
Magnite,1360000000.0,10.0,USA
AT&S Austria Technologie & Systemtechnik,1360000000.0,35.0,Austria
Par Pacific Holdings,1360000000.0,23.0,USA
Paramount Group,1360000000.0,6.0,USA
OSI Systems,1360000000.0,81.0,USA
GAG Immobilien,1360000000.0,84.0,Germany
Uponor,1360000000.0,19.0,Finland
Rent-A-Center,1350000000.0,24.0,USA
International Petroleum,1350000000.0,10.0,Canada
Hindustan Copper,1350000000.0,1.0,India
V-Guard Industries,1350000000.0,3.0,India
CTS Corporation,1350000000.0,43.0,USA
Trulieve Cannabis,1350000000.0,7.0,USA
secunet,1350000000.0,209.0,Germany
PRA Group,1350000000.0,35.0,USA
SM Entertainment,1350000000.0,58.0,S. Korea
NOW Inc.,1350000000.0,12.0,USA
S&T Bancorp,1340000000.0,35.0,USA
ModivCare,1340000000.0,95.0,USA
The Beauty Health Company,1340000000.0,9.0,USA
Arendals Fossekompani,1340000000.0,25.0,Norway
Dynavax Technologies,1340000000.0,11.0,USA
OFG Bancorp,1340000000.0,28.0,USA
Summerset Holdings,1340000000.0,6.0,New Zealand
Diagnosticos da America,1340000000.0,2.0,Brazil
Bank für Tirol und Vorarlberg,1340000000.0,39.0,Austria
Telephone and Data Systems,1340000000.0,12.0,USA
EIH Limited,1340000000.0,2.0,India
Finolex Industries,1340000000.0,2.0,India
Amplitude,1340000000.0,12.0,USA
SpareBank 1,1330000000.0,12.0,Norway
Polenergia,1330000000.0,20.0,Poland
Arcus Biosciences,1330000000.0,18.0,USA
Vista Oil & Gas,1330000000.0,15.0,Mexico
RBL Bank,1330000000.0,2.0,India
Geo Group,1330000000.0,11.0,USA
Alembic Pharmaceuticals,1330000000.0,7.0,India
Mixi,1330000000.0,18.0,Japan
Everi Holdings,1330000000.0,15.0,USA
Kratos Defense & Security Solutions,1320000000.0,11.0,USA
Genesis Energy L.P.,1320000000.0,11.0,USA
First Commonwealth Financial Corp,1320000000.0,14.0,USA
Calumet Specialty Products Partners,1320000000.0,17.0,USA
1st Source,1320000000.0,54.0,USA
Aris Water Solutions,1320000000.0,15.0,USA
goeasy,1320000000.0,81.0,Canada
Ladder Capital,1320000000.0,10.0,USA
Utz Brands,1320000000.0,16.0,USA
HiteJinro,1320000000.0,19.0,S. Korea
Ottogi,1320000000.0,354.0,S. Korea
CoreCivic,1320000000.0,11.0,USA
Hipgnosis Songs Fund,1320000000.0,1.0,UK
Avidity Biosciences,1310000000.0,20.0,USA
iRobot,1310000000.0,48.0,USA
TechTarget,1310000000.0,45.0,USA
Atos,1310000000.0,12.0,France
Planet Labs,1310000000.0,5.0,USA
Keros Therapeutics,1310000000.0,48.0,USA
Treace Medical Concepts,1310000000.0,24.0,USA
Kaiser Aluminum,1310000000.0,82.0,USA
Xometry,1310000000.0,28.0,USA
Medifast,1300000000.0,120.0,USA
MannKind Corp,1300000000.0,5.0,USA
Centerra Gold,1300000000.0,6.0,Canada
Universal Corporation,1300000000.0,53.0,USA
Eurocommercial Properties,1300000000.0,25.0,Netherlands
Travere Therapeutics,1300000000.0,20.0,USA
Ourpalm,1300000000.0,0.0,China
AMAG Austria Metall,1290000000.0,36.0,Austria
Waterdrop Inc.,1290000000.0,3.0,China
Meta Financial Group,1290000000.0,46.0,USA
Afya,1290000000.0,14.0,Brazil
Alkami Technology,1290000000.0,14.0,USA
Saul Centers,1290000000.0,40.0,USA
OceanFirst Financial,1290000000.0,22.0,USA
Reata Pharmaceuticals,1290000000.0,35.0,USA
Apollo Medical Holdings,1290000000.0,28.0,USA
Schrödinger,1280000000.0,18.0,USA
Perion Network,1280000000.0,29.0,Israel
Fresh Del Monte Produce,1280000000.0,27.0,Cayman Islands
GasLog,1280000000.0,24.0,Greece
SFL Corp,1280000000.0,9.0,Bermuda
Gamma Communications,1280000000.0,13.0,UK
Orla Mining,1280000000.0,4.0,Canada
Replimune,1280000000.0,26.0,USA
FREYR Battery,1280000000.0,9.0,Luxembourg
Iamgold,1280000000.0,3.0,Canada
V2X,1280000000.0,42.0,USA
FIGS,1270000000.0,8.0,USA
CropEnergies,1270000000.0,15.0,Germany
Ready Capital,1270000000.0,11.0,USA
Precinct Properties,1270000000.0,1.0,New Zealand
Federal Agricultural Mortgage,1270000000.0,121.0,USA
P10,1270000000.0,11.0,USA
Hims & Hers Health,1270000000.0,6.0,USA
Mativ Holdings,1270000000.0,23.0,USA
Veidekke,1270000000.0,10.0,Norway
Safety Insurance,1270000000.0,86.0,USA
RSA Insurance Group,1270000000.0,1.0,UK
Wacker Neuson,1260000000.0,18.0,Germany
Maytronics,1260000000.0,12.0,Israel
TAG Immobilien,1260000000.0,7.0,Germany
Geron,1260000000.0,3.0,USA
ANGI Homeservices,1260000000.0,3.0,USA
Aether Industries,1260000000.0,10.0,India
Enovix,1260000000.0,8.0,USA
The North West Company,1260000000.0,26.0,Canada
Blucora,1260000000.0,26.0,USA
Goosehead Insurance,1260000000.0,32.0,USA
Hudco,1250000000.0,1.0,India
Verve Therapeutics,1250000000.0,20.0,USA
Kronos Worldwide,1250000000.0,10.0,USA
Avanos Medical,1250000000.0,27.0,USA
Standex,1250000000.0,105.0,USA
Casino Guichard-Perrachon,1250000000.0,12.0,France
Dime Community Bancshares,1250000000.0,33.0,USA
OYAK Çimento,1250000000.0,1.0,Turkey
Dingdong Maicai,1250000000.0,6.0,China
Digi International,1250000000.0,35.0,USA
Heartland Express,1250000000.0,16.0,USA
PBF Logistics,1240000000.0,20.0,USA
Atea ASA,1240000000.0,11.0,Norway
Jindal Stainless (Hisar),1240000000.0,5.0,India
Pediatrix Medical Group,1240000000.0,15.0,USA
Aston Martin,1240000000.0,2.0,UK
Stewart Information Services,1240000000.0,46.0,USA
Truecaller,1240000000.0,4.0,Sweden
PC Connection,1240000000.0,47.0,USA
NetDragon Websoft,1230000000.0,2.0,China
Outset Medical,1230000000.0,26.0,USA
Service Properties Trust,1230000000.0,7.0,USA
dentalcorp,1230000000.0,7.0,Canada
Abercrombie & Fitch,1230000000.0,25.0,USA
Partner Communications,1230000000.0,7.0,Israel
Pharma Mar,1230000000.0,68.0,Spain
tuya,1230000000.0,2.0,China
HNI Corporation,1220000000.0,30.0,USA
Green Brick Partners,1220000000.0,27.0,USA
Bilfinger,1220000000.0,30.0,Germany
NextGen Healthcare,1220000000.0,18.0,USA
Primoris Services Corporation,1220000000.0,23.0,USA
Equinox Gold,1220000000.0,4.0,Canada
Telia Lietuva,1220000000.0,2.0,Lithuania
ePlus,1220000000.0,45.0,USA
China Gold International Resources,1220000000.0,3.0,Canada
Natco Pharma,1220000000.0,7.0,India
Guess,1220000000.0,22.0,USA
OPAL Fuels,1220000000.0,7.0,USA
Qt Group,1220000000.0,48.0,Finland
Enova International,1220000000.0,39.0,USA
Xponential Fitness,1210000000.0,25.0,USA
Imago BioSciences,1210000000.0,36.0,USA
Sierra Wireless,1210000000.0,31.0,Canada
Capitol Federal Savings Bank,1210000000.0,9.0,USA
Tennant Company,1210000000.0,65.0,USA
Amara Raja Batteries,1210000000.0,7.0,India
Borr Drilling,1210000000.0,5.0,Bermuda
Zentalis Pharmaceuticals,1210000000.0,21.0,USA
Kornit Digital,1200000000.0,24.0,Israel
Ecovyst,1200000000.0,9.0,USA
C3 AI,1200000000.0,11.0,USA
John Wood Group,1200000000.0,2.0,UK
Mechel PAO,1200000000.0,2.0,Russia
PVR Cinemas,1200000000.0,20.0,India
TriMas,1200000000.0,29.0,USA
Clean Energy Fuels,1190000000.0,5.0,USA
KCC Corp,1190000000.0,163.0,S. Korea
Sinclair Broadcast,1190000000.0,17.0,USA
ProFrac,1190000000.0,22.0,USA
PennyMac Mortgage Investment Trust,1190000000.0,13.0,USA
Adaptive Biotechnologies,1190000000.0,8.0,USA
Encore Capital Group,1190000000.0,51.0,USA
Allcargo Logistics,1190000000.0,5.0,India
Avid Technology,1190000000.0,27.0,USA
East India Distilleries Parry,1190000000.0,7.0,India
Cassava Sciences,1190000000.0,29.0,USA
Himax,1190000000.0,7.0,Taiwan
Schweiter Technologies,1180000000.0,831.0,Switzerland
Compañía de Acero del Pacífico,1180000000.0,8.0,Chile
Zhihu,1180000000.0,2.0,China
Mediaset España Comunicación,1180000000.0,4.0,Spain
Indian Telephone Industries,1180000000.0,1.0,India
IntegraFin,1180000000.0,4.0,UK
Palomar Holdings,1180000000.0,47.0,USA
Atoss,1180000000.0,148.0,Germany
Skycity Entertainment Group,1180000000.0,2.0,New Zealand
Ryerson,1170000000.0,32.0,USA
Huya,1170000000.0,5.0,China
NeoGenomics,1170000000.0,9.0,USA
stem,1160000000.0,8.0,USA
Malibu Boats,1160000000.0,57.0,USA
Canopy Growth,1160000000.0,2.0,Canada
Lakeland Bancorp,1160000000.0,18.0,USA
A10 Networks,1160000000.0,16.0,USA
Diversified Energy,1160000000.0,1.0,USA
Citizen Watch,1160000000.0,4.0,Japan
Nicolet Bankshares,1160000000.0,79.0,USA
Donnelley Financial Solutions,1160000000.0,40.0,USA
Matthews International Corporation,1160000000.0,37.0,USA
Employers Holdings,1160000000.0,43.0,USA
VIP Industries,1160000000.0,8.0,India
MeridianLink,1160000000.0,14.0,USA
Meliá Hotels International,1160000000.0,5.0,Spain
Banco de Brasília,1160000000.0,3.0,Brazil
Southside Bancshares,1150000000.0,36.0,USA
Korian,1150000000.0,11.0,France
Volaris,1150000000.0,9.0,Mexico
The Andersons,1150000000.0,35.0,USA
Kforce,1150000000.0,56.0,USA
Semrush,1150000000.0,8.0,USA
Zydus Wellness,1150000000.0,18.0,India
FuelCell Energy,1140000000.0,3.0,USA
Costamare,1140000000.0,9.0,Monaco
Kayne Anderson Capital Advisors,1140000000.0,8.0,USA
Piedmont Office Realty Trust,1140000000.0,9.0,USA
Citycon,1140000000.0,7.0,Finland
Ivanhoe Electric,1140000000.0,12.0,Canada
Formula Systems,1140000000.0,75.0,Israel
ACLEDA Bank,1140000000.0,3.0,Cambodia
TANLA,1140000000.0,8.0,India
Wabash National,1130000000.0,24.0,USA
Varta,1130000000.0,28.0,Germany
Bonheur ASA,1130000000.0,27.0,Norway
Dorchester Minerals,1130000000.0,30.0,USA
Radius Global Infrastructure,1130000000.0,12.0,USA
ProPetro,1130000000.0,10.0,USA
Energy Recovery,1130000000.0,20.0,USA
Franchise Group,1130000000.0,30.0,USA
Faes Farma,1130000000.0,4.0,Spain
Nutex Health,1130000000.0,2.0,USA
Seabridge Gold,1120000000.0,14.0,Canada
Vericel,1120000000.0,24.0,USA
E. W. Scripps Company,1120000000.0,14.0,USA
Ligand Pharmaceuticals,1120000000.0,67.0,USA
Grenke,1120000000.0,24.0,Germany
PGT Innovations,1120000000.0,18.0,USA
Origin Bancorp,1120000000.0,37.0,USA
Franklin BSP Realty Trust,1120000000.0,14.0,USA
Tompkins Financial,1120000000.0,77.0,USA
Gray Television,1110000000.0,12.0,USA
Orion Engineered Carbons,1110000000.0,18.0,USA
Grupa Zywiec,1110000000.0,109.0,Poland
Altus Power,1110000000.0,7.0,USA
Bytes Technology,1110000000.0,5.0,UK
Aimco,1110000000.0,7.0,USA
SpartanNash,1110000000.0,32.0,USA
Westshore Terminals Investment,1110000000.0,18.0,Canada
Modine Manufacturing,1110000000.0,21.0,USA
Cancom,1110000000.0,31.0,Germany
Prosegur,1110000000.0,2.0,Spain
Deutsche Pfandbriefbank,1100000000.0,8.0,Germany
PureCycle Technologies,1100000000.0,7.0,USA
German American Bancorp,1100000000.0,38.0,USA
Netstreit,1100000000.0,19.0,USA
Danaos,1100000000.0,55.0,Greece
Jamieson Wellness,1100000000.0,27.0,Canada
Viridian Therapeutics,1100000000.0,27.0,USA
BridgeBio Pharma,1100000000.0,7.0,USA
EaseMyTrip,1100000000.0,1.0,India
Aclaris Therapeutics,1100000000.0,17.0,USA
Olo,1100000000.0,7.0,USA
Helix Energy Solutions,1100000000.0,7.0,USA
Kiniksa Pharmaceuticals,1090000000.0,16.0,Bermuda
Sapiens,1090000000.0,19.0,Israel
U.S. Physical Therapy,1090000000.0,84.0,USA
Jindal Worldwide,1090000000.0,5.0,India
Taro Pharmaceutical,1090000000.0,29.0,Israel
WeWork,1090000000.0,1.0,USA
Definitive Healthcare,1090000000.0,10.0,USA
Hollysys Automation Technologie,1090000000.0,18.0,China
Miramar Hotel and Investment,1090000000.0,2.0,Hong Kong
CVR Partners,1090000000.0,103.0,USA
Nikola,1090000000.0,2.0,USA
UserTesting,1090000000.0,8.0,USA
Compass,1080000000.0,3.0,USA
PROS,1080000000.0,24.0,USA
Coeur Mining,1080000000.0,4.0,USA
Cyient,1080000000.0,10.0,India
Hangzhou Shunwang Technology,1080000000.0,2.0,China
Global Partners LP,1080000000.0,32.0,USA
Fenix Outdoor,1080000000.0,87.0,Switzerland
